comment_id,user_id,timestamp,comment_text,sentiment_label,rating,consultation_type
75,8040,01-04-2025 02:00,Very slow response,negative,3,Legal
76,6472,01-04-2025 03:00,Very informative,neutral,2,Legal
77,6388,01-04-2025 04:00,Helpful advice,positive,5,Education
78,6169,01-04-2025 05:00,Helpful advice,positive,2,General
79,3160,01-04-2025 06:00,Helpful advice,positive,1,General
80,4876,01-04-2025 07:00,Excellent consultation,positive,2,Education
81,3773,01-04-2025 08:00,Good service,positive,5,General
82,6758,01-04-2025 09:00,Very slow response,negative,2,Education
83,2887,01-04-2025 10:00,Quick response,neutral,4,Legal
84,2869,01-04-2025 11:00,Excellent consultation,positive,3,General
85,4966,01-04-2025 12:00,Helpful advice,positive,4,General
86,8386,01-04-2025 13:00,Very slow response,negative,2,Health
87,8787,01-04-2025 14:00,Excellent consultation,positive,1,Education
88,7654,01-04-2025 15:00,Poor experience,negative,4,Health
89,3591,01-04-2025 16:00,Very slow response,negative,5,Legal
90,3622,01-04-2025 17:00,Very slow response,negative,5,Legal
91,3285,01-04-2025 18:00,Excellent consultation,positive,1,Education
92,1697,01-04-2025 19:00,Very slow response,negative,5,General
93,9207,01-04-2025 20:00,Helpful advice,positive,5,General
94,5103,01-04-2025 21:00,Very slow response,negative,4,Legal
95,4670,01-04-2025 22:00,Not satisfied,negative,4,Legal
96,6497,01-04-2025 23:00,Quick response,neutral,1,Health
97,1299,01-05-2025 00:00,Very informative,neutral,4,Education
98,9776,01-05-2025 01:00,Not satisfied,negative,5,Legal
99,3350,01-05-2025 02:00,Helpful advice,positive,3,Legal
100,9538,01-05-2025 03:00,Very informative,neutral,2,Education
101,8642,01-05-2025 04:00,Excellent consultation,positive,3,General
102,3968,01-05-2025 05:00,Helpful advice,positive,5,General
103,3495,01-05-2025 06:00,Quick response,neutral,3,Health
104,7666,01-05-2025 07:00,Very informative,neutral,5,General
105,8748,01-05-2025 08:00,Not satisfied,negative,1,General
106,8066,01-05-2025 09:00,Very slow response,negative,5,Health
107,6716,01-05-2025 10:00,Helpful advice,positive,4,Health
108,3455,01-05-2025 11:00,Helpful advice,positive,1,General
109,9271,01-05-2025 12:00,Quick response,neutral,3,Legal
110,8447,01-05-2025 13:00,Excellent consultation,positive,1,Legal
111,4156,01-05-2025 14:00,Very informative,neutral,5,Education
112,5109,01-05-2025 15:00,Quick response,neutral,2,General
113,7713,01-05-2025 16:00,Helpful advice,positive,4,Health
114,7378,01-05-2025 17:00,Excellent consultation,positive,4,Education
115,8220,01-05-2025 18:00,Quick response,neutral,1,General
116,7309,01-05-2025 19:00,Very informative,neutral,3,General
117,5739,01-05-2025 20:00,Poor experience,negative,1,General
118,7752,01-05-2025 21:00,Not satisfied,negative,3,General
119,7984,01-05-2025 22:00,Quick response,neutral,4,Health
120,9573,01-05-2025 23:00,Good service,positive,1,General
121,3045,01-06-2025 00:00,Poor experience,negative,1,Health
122,2250,01-06-2025 01:00,Quick response,neutral,5,Legal
123,9347,01-06-2025 02:00,Very slow response,negative,5,Health
124,3405,01-06-2025 03:00,Excellent consultation,positive,2,General
125,3520,01-06-2025 04:00,Poor experience,negative,4,General
126,3751,01-06-2025 05:00,Poor experience,negative,2,Education
127,8145,01-06-2025 06:00,Not satisfied,negative,1,Legal
128,8201,01-06-2025 07:00,Not satisfied,negative,4,Legal
129,5338,01-06-2025 08:00,Helpful advice,positive,1,Health
130,5362,01-06-2025 09:00,Not satisfied,negative,4,Legal
131,9782,01-06-2025 10:00,Helpful advice,positive,3,Legal
132,1099,01-06-2025 11:00,Very slow response,negative,4,General
133,7819,01-06-2025 12:00,Excellent consultation,positive,4,Legal
134,1508,01-06-2025 13:00,Good service,positive,5,Health
135,6457,01-06-2025 14:00,Helpful advice,positive,2,Education
136,7010,01-06-2025 15:00,Poor experience,negative,5,General
137,1235,01-06-2025 16:00,Very informative,neutral,3,Health
138,3015,01-06-2025 17:00,Very slow response,negative,1,Health
139,1517,01-06-2025 18:00,Not satisfied,negative,2,Education
140,7038,01-06-2025 19:00,Excellent consultation,positive,5,Legal
141,1306,01-06-2025 20:00,Very informative,neutral,5,Education
142,7118,01-06-2025 21:00,Very informative,neutral,5,Health
143,3428,01-06-2025 22:00,Quick response,neutral,5,Health
144,2831,01-06-2025 23:00,Quick response,neutral,2,Legal
145,8146,01-07-2025 00:00,Poor experience,negative,3,Health
146,2846,01-07-2025 01:00,Not satisfied,negative,1,Education
147,1584,01-07-2025 02:00,Very informative,neutral,5,Health
148,7349,01-07-2025 03:00,Not satisfied,negative,1,Education
149,9886,01-07-2025 04:00,Helpful advice,positive,2,Education
150,7362,01-07-2025 05:00,Helpful advice,positive,5,General
151,7447,01-07-2025 06:00,Very informative,neutral,5,General
152,1809,01-07-2025 07:00,Helpful advice,positive,4,General
153,5921,01-07-2025 08:00,Quick response,neutral,4,Legal
154,5175,01-07-2025 09:00,Good service,positive,5,Health
155,4120,01-07-2025 10:00,Not satisfied,negative,2,General
156,1950,01-07-2025 11:00,Quick response,neutral,2,Health
157,9586,01-07-2025 12:00,Quick response,neutral,4,Health
158,6325,01-07-2025 13:00,Poor experience,negative,4,Health
159,9863,01-07-2025 14:00,Not satisfied,negative,4,Legal
160,5349,01-07-2025 15:00,Very informative,neutral,5,General
161,5375,01-07-2025 16:00,Very slow response,negative,5,General
162,3882,01-07-2025 17:00,Not satisfied,negative,3,Health
163,4672,01-07-2025 18:00,Very informative,neutral,3,Legal
164,9663,01-07-2025 19:00,Poor experience,negative,2,Health
165,6483,01-07-2025 20:00,Good service,positive,1,Health
166,1981,01-07-2025 21:00,Helpful advice,positive,2,Health
167,9015,01-07-2025 22:00,Very slow response,negative,2,General
168,4891,01-07-2025 23:00,Excellent consultation,positive,5,Legal
169,7111,01-08-2025 00:00,Poor experience,negative,2,Education
170,5230,01-08-2025 01:00,Quick response,neutral,2,Legal
171,4554,01-08-2025 02:00,Excellent consultation,positive,2,Health
172,9174,01-08-2025 03:00,Quick response,neutral,4,General
173,8221,01-08-2025 04:00,Good service,positive,1,Legal
174,8405,01-08-2025 05:00,Excellent consultation,positive,1,Education
175,3732,01-08-2025 06:00,Quick response,neutral,3,General
176,1029,01-08-2025 07:00,Helpful advice,positive,2,Health
177,7290,01-08-2025 08:00,Helpful advice,positive,1,Health
178,1253,01-08-2025 09:00,Quick response,neutral,2,General
179,8629,01-08-2025 10:00,Helpful advice,positive,5,General
180,9979,01-08-2025 11:00,Poor experience,negative,3,Legal
181,5837,01-08-2025 12:00,Excellent consultation,positive,1,Health
182,6196,01-08-2025 13:00,Not satisfied,negative,5,General
183,1758,01-08-2025 14:00,Quick response,neutral,3,Education
184,7385,01-08-2025 15:00,Not satisfied,negative,2,General
185,5795,01-08-2025 16:00,Very slow response,negative,5,Legal
186,9188,01-08-2025 17:00,Quick response,neutral,4,Legal
187,5484,01-08-2025 18:00,Quick response,neutral,4,Education
188,4986,01-08-2025 19:00,Very slow response,negative,2,General
189,8449,01-08-2025 20:00,Very slow response,negative,5,General
190,2447,01-08-2025 21:00,Excellent consultation,positive,1,Health
191,9101,01-08-2025 22:00,Good service,positive,5,Health
192,5000,01-08-2025 23:00,Helpful advice,positive,2,Health
193,4184,01-09-2025 00:00,Very informative,neutral,3,Education
194,9017,01-09-2025 01:00,Helpful advice,positive,3,Health
195,2577,01-09-2025 02:00,Excellent consultation,positive,4,Education
196,7375,01-09-2025 03:00,Not satisfied,negative,1,General
197,6985,01-09-2025 04:00,Very informative,neutral,3,Education
198,7095,01-09-2025 05:00,Helpful advice,positive,4,Health
199,9702,01-09-2025 06:00,Very informative,neutral,3,Legal
200,3789,01-09-2025 07:00,Quick response,neutral,1,Legal
201,1615,01-09-2025 08:00,Poor experience,negative,4,Legal
202,9499,01-09-2025 09:00,Excellent consultation,positive,1,Health
203,8439,01-09-2025 10:00,Not satisfied,negative,4,Health
204,3664,01-09-2025 11:00,Very slow response,negative,2,Health
205,9460,01-09-2025 12:00,Quick response,neutral,4,Health
206,7012,01-09-2025 13:00,Quick response,neutral,3,Legal
207,7311,01-09-2025 14:00,Quick response,neutral,5,Legal
208,7427,01-09-2025 15:00,Very informative,neutral,2,General
209,7438,01-09-2025 16:00,Very slow response,negative,1,Education
210,4339,01-09-2025 17:00,Very slow response,negative,1,Health
211,7202,01-09-2025 18:00,Quick response,neutral,1,Education
212,2806,01-09-2025 19:00,Good service,positive,4,Legal
213,6926,01-09-2025 20:00,Very informative,neutral,1,Education
214,2303,01-09-2025 21:00,Helpful advice,positive,5,Legal
215,8617,01-09-2025 22:00,Excellent consultation,positive,3,General
216,7648,01-09-2025 23:00,Not satisfied,negative,4,Legal
217,3516,01-10-2025 00:00,Excellent consultation,positive,3,Health
218,5396,01-10-2025 01:00,Excellent consultation,positive,3,General
219,4794,01-10-2025 02:00,Quick response,neutral,5,Health
220,2290,01-10-2025 03:00,Not satisfied,negative,2,General
221,4765,01-10-2025 04:00,Quick response,neutral,4,Legal
222,5735,01-10-2025 05:00,Very informative,neutral,4,Legal
223,5047,01-10-2025 06:00,Excellent consultation,positive,5,Education
224,4573,01-10-2025 07:00,Excellent consultation,positive,2,Health
225,9859,01-10-2025 08:00,Excellent consultation,positive,2,Legal
226,9935,01-10-2025 09:00,Helpful advice,positive,4,Health
227,4763,01-10-2025 10:00,Good service,positive,3,Health
228,6274,01-10-2025 11:00,Excellent consultation,positive,5,Education
229,9649,01-10-2025 12:00,Helpful advice,positive,4,Legal
230,2896,01-10-2025 13:00,Quick response,neutral,1,General
231,8609,01-10-2025 14:00,Good service,positive,4,General
232,1360,01-10-2025 15:00,Quick response,neutral,5,Legal
233,1693,01-10-2025 16:00,Helpful advice,positive,2,Legal
234,4275,01-10-2025 17:00,Not satisfied,negative,3,Health
235,9943,01-10-2025 18:00,Helpful advice,positive,2,Legal
236,7706,01-10-2025 19:00,Not satisfied,negative,3,General
237,2550,01-10-2025 20:00,Quick response,neutral,2,Health
238,7569,01-10-2025 21:00,Very slow response,negative,1,Health
239,1017,01-10-2025 22:00,Very informative,neutral,3,General
240,8191,01-10-2025 23:00,Very slow response,negative,4,General
241,2669,01-11-2025 00:00,Helpful advice,positive,2,Education
242,2031,01-11-2025 01:00,Not satisfied,negative,4,Health
243,6266,01-11-2025 02:00,Not satisfied,negative,3,Health
244,5605,01-11-2025 03:00,Quick response,neutral,4,General
245,5928,01-11-2025 04:00,Not satisfied,negative,5,Health
246,8469,01-11-2025 05:00,Not satisfied,negative,3,Education
247,5400,01-11-2025 06:00,Excellent consultation,positive,3,Education
248,3244,01-11-2025 07:00,Excellent consultation,positive,1,Health
249,3303,01-11-2025 08:00,Very informative,neutral,2,Legal
250,7395,01-11-2025 09:00,Very slow response,negative,4,General
251,4223,01-11-2025 10:00,Helpful advice,positive,2,Education
252,4610,01-11-2025 11:00,Quick response,neutral,1,Legal
253,2715,01-11-2025 12:00,Very slow response,negative,3,Legal
254,4482,01-11-2025 13:00,Excellent consultation,positive,3,General
255,6822,01-11-2025 14:00,Very slow response,negative,5,Health
256,4033,01-11-2025 15:00,Poor experience,negative,2,General
257,4530,01-11-2025 16:00,Very slow response,negative,3,General
258,9042,01-11-2025 17:00,Very informative,neutral,4,Education
259,5282,01-11-2025 18:00,Very informative,neutral,2,Legal
260,3234,01-11-2025 19:00,Excellent consultation,positive,2,Legal
261,8100,01-11-2025 20:00,Good service,positive,1,Education
262,1299,01-11-2025 21:00,Good service,positive,4,Education
263,2000,01-11-2025 22:00,Very slow response,negative,1,Education
264,6385,01-11-2025 23:00,Good service,positive,4,Health
265,3658,01-12-2025 00:00,Good service,positive,1,Health
266,9755,01-12-2025 01:00,Excellent consultation,positive,5,Health
267,6075,01-12-2025 02:00,Very slow response,negative,4,General
268,3546,01-12-2025 03:00,Quick response,neutral,2,Education
269,9157,01-12-2025 04:00,Poor experience,negative,4,General
270,9372,01-12-2025 05:00,Poor experience,negative,1,Education
271,8871,01-12-2025 06:00,Excellent consultation,positive,4,Legal
272,2860,01-12-2025 07:00,Good service,positive,1,Health
273,5155,01-12-2025 08:00,Good service,positive,3,Legal
274,3932,01-12-2025 09:00,Very informative,neutral,1,Health
275,1282,01-12-2025 10:00,Very slow response,negative,1,Education
276,5975,01-12-2025 11:00,Very informative,neutral,1,Education
277,7827,01-12-2025 12:00,Good service,positive,3,Education
278,1304,01-12-2025 13:00,Excellent consultation,positive,3,General
279,1692,01-12-2025 14:00,Very informative,neutral,1,General
280,5291,01-12-2025 15:00,Very informative,neutral,1,General
281,6179,01-12-2025 16:00,Quick response,neutral,2,Health
282,6758,01-12-2025 17:00,Very slow response,negative,1,Health
283,2359,01-12-2025 18:00,Quick response,neutral,4,Health
284,6024,01-12-2025 19:00,Excellent consultation,positive,3,Legal
285,1505,01-12-2025 20:00,Poor experience,negative,2,Health
286,3289,01-12-2025 21:00,Quick response,neutral,1,Health
287,2145,01-12-2025 22:00,Good service,positive,1,Legal
288,3123,01-12-2025 23:00,Very slow response,negative,1,Health
289,8693,1/13/2025 0:00,Very informative,neutral,2,Education
290,1002,1/13/2025 1:00,Excellent consultation,positive,1,Education
291,1482,1/13/2025 2:00,Poor experience,negative,4,Legal
292,1631,1/13/2025 3:00,Helpful advice,positive,1,Health
293,9242,1/13/2025 4:00,Good service,positive,3,General
294,9448,1/13/2025 5:00,Not satisfied,negative,5,General
295,8411,1/13/2025 6:00,Very slow response,negative,5,Legal
296,6281,1/13/2025 7:00,Helpful advice,positive,1,Health
297,6801,1/13/2025 8:00,Very slow response,negative,1,General
298,8636,1/13/2025 9:00,Good service,positive,5,Education
299,1291,1/13/2025 10:00,Poor experience,negative,2,Health
300,8883,1/13/2025 11:00,Good service,positive,2,Education
301,2122,1/13/2025 12:00,Poor experience,negative,3,Education
302,8350,1/13/2025 13:00,Not satisfied,negative,2,Legal
303,9190,1/13/2025 14:00,Very informative,neutral,5,Legal
304,7114,1/13/2025 15:00,Excellent consultation,positive,3,Education
305,2816,1/13/2025 16:00,Poor experience,negative,1,Health
306,9737,1/13/2025 17:00,Very informative,neutral,4,General
307,4451,1/13/2025 18:00,Poor experience,negative,3,Education
308,1872,1/13/2025 19:00,Very slow response,negative,4,Education
309,9205,1/13/2025 20:00,Helpful advice,positive,3,General
310,9970,1/13/2025 21:00,Helpful advice,positive,1,Education
311,4016,1/13/2025 22:00,Very informative,neutral,5,Legal
312,3360,1/13/2025 23:00,Not satisfied,negative,1,Legal
313,9836,1/14/2025 0:00,Excellent consultation,positive,2,General
314,2721,1/14/2025 1:00,Poor experience,negative,1,Education
315,5702,1/14/2025 2:00,Excellent consultation,positive,4,Health
316,7942,1/14/2025 3:00,Quick response,neutral,5,Health
317,5752,1/14/2025 4:00,Excellent consultation,positive,5,General
318,7926,1/14/2025 5:00,Not satisfied,negative,5,Health
319,4326,1/14/2025 6:00,Not satisfied,negative,3,Health
320,1492,1/14/2025 7:00,Helpful advice,positive,2,Education
321,7724,1/14/2025 8:00,Not satisfied,negative,2,Legal
322,5046,1/14/2025 9:00,Very slow response,negative,4,Health
323,2657,1/14/2025 10:00,Very informative,neutral,5,Legal
324,8578,1/14/2025 11:00,Poor experience,negative,1,Legal
325,5105,1/14/2025 12:00,Helpful advice,positive,2,Education
326,9752,1/14/2025 13:00,Poor experience,negative,5,Health
327,4288,1/14/2025 14:00,Poor experience,negative,2,Legal
328,2281,1/14/2025 15:00,Excellent consultation,positive,5,Legal
329,3767,1/14/2025 16:00,Quick response,neutral,4,Education
330,4549,1/14/2025 17:00,Very informative,neutral,3,Health
331,4982,1/14/2025 18:00,Very informative,neutral,2,General
332,3482,1/14/2025 19:00,Very informative,neutral,2,General
333,3045,1/14/2025 20:00,Quick response,neutral,5,Health
334,2590,1/14/2025 21:00,Poor experience,negative,3,Education
335,2127,1/14/2025 22:00,Quick response,neutral,3,Legal
336,5844,1/14/2025 23:00,Poor experience,negative,5,Legal
337,2278,1/15/2025 0:00,Very informative,neutral,2,Education
338,4957,1/15/2025 1:00,Very informative,neutral,2,General
339,3524,1/15/2025 2:00,Quick response,neutral,2,General
340,5914,1/15/2025 3:00,Excellent consultation,positive,4,Health
341,6187,1/15/2025 4:00,Quick response,neutral,3,Education
342,6130,1/15/2025 5:00,Very informative,neutral,5,Health
343,5244,1/15/2025 6:00,Very slow response,negative,5,General
344,3324,1/15/2025 7:00,Quick response,neutral,5,Health
345,2798,1/15/2025 8:00,Not satisfied,negative,4,Health
346,2070,1/15/2025 9:00,Poor experience,negative,5,General
347,8210,1/15/2025 10:00,Helpful advice,positive,3,Health
348,2364,1/15/2025 11:00,Quick response,neutral,4,Health
349,1650,1/15/2025 12:00,Very slow response,negative,1,Legal
350,1710,1/15/2025 13:00,Poor experience,negative,5,Legal
351,5208,1/15/2025 14:00,Very informative,neutral,1,Health
352,5713,1/15/2025 15:00,Helpful advice,positive,1,Health
353,4981,1/15/2025 16:00,Very informative,neutral,1,Legal
354,1039,1/15/2025 17:00,Quick response,neutral,5,Legal
355,1146,1/15/2025 18:00,Very slow response,negative,4,Education
356,8204,1/15/2025 19:00,Good service,positive,4,Education
357,9618,1/15/2025 20:00,Quick response,neutral,5,General
358,1412,1/15/2025 21:00,Very slow response,negative,1,General
359,4519,1/15/2025 22:00,Helpful advice,positive,2,General
360,6498,1/15/2025 23:00,Very slow response,negative,4,General
361,3071,1/16/2025 0:00,Good service,positive,1,General
362,7866,1/16/2025 1:00,Poor experience,negative,1,Legal
363,3987,1/16/2025 2:00,Good service,positive,5,Legal
364,6852,1/16/2025 3:00,Helpful advice,positive,2,Health
365,2666,1/16/2025 4:00,Not satisfied,negative,5,Education
366,8681,1/16/2025 5:00,Good service,positive,3,General
367,5009,1/16/2025 6:00,Excellent consultation,positive,2,General
368,7118,1/16/2025 7:00,Helpful advice,positive,3,Health
369,9948,1/16/2025 8:00,Good service,positive,5,Legal
370,3367,1/16/2025 9:00,Very slow response,negative,4,Legal
371,3485,1/16/2025 10:00,Poor experience,negative,5,Legal
372,3362,1/16/2025 11:00,Quick response,neutral,1,Legal
373,3713,1/16/2025 12:00,Not satisfied,negative,4,Legal
374,6682,1/16/2025 13:00,Excellent consultation,positive,1,General
375,6910,1/16/2025 14:00,Good service,positive,1,Education
376,9855,1/16/2025 15:00,Quick response,neutral,5,Legal
377,7610,1/16/2025 16:00,Excellent consultation,positive,2,Education
378,4971,1/16/2025 17:00,Good service,positive,2,General
379,1016,1/16/2025 18:00,Quick response,neutral,5,Education
380,1020,1/16/2025 19:00,Helpful advice,positive,4,Legal
381,5523,1/16/2025 20:00,Good service,positive,4,Education
382,4636,1/16/2025 21:00,Very slow response,negative,1,Legal
383,8959,1/16/2025 22:00,Very slow response,negative,2,Health
384,3603,1/16/2025 23:00,Helpful advice,positive,3,Health
385,4242,1/17/2025 0:00,Not satisfied,negative,4,Legal
386,5900,1/17/2025 1:00,Good service,positive,1,General
387,5302,1/17/2025 2:00,Very informative,neutral,1,Legal
388,3416,1/17/2025 3:00,Good service,positive,4,General
389,8339,1/17/2025 4:00,Not satisfied,negative,4,Health
390,6890,1/17/2025 5:00,Helpful advice,positive,2,Education
391,5433,1/17/2025 6:00,Helpful advice,positive,2,General
392,1347,1/17/2025 7:00,Good service,positive,2,Education
393,2343,1/17/2025 8:00,Very informative,neutral,5,General
394,6916,1/17/2025 9:00,Excellent consultation,positive,3,Education
395,5172,1/17/2025 10:00,Quick response,neutral,5,Education
396,1427,1/17/2025 11:00,Good service,positive,5,Education
397,2653,1/17/2025 12:00,Poor experience,negative,4,General
398,2804,1/17/2025 13:00,Helpful advice,positive,4,Legal
399,4187,1/17/2025 14:00,Helpful advice,positive,2,Legal
400,5682,1/17/2025 15:00,Quick response,neutral,3,Legal
401,2601,1/17/2025 16:00,Very slow response,negative,4,General
402,3565,1/17/2025 17:00,Good service,positive,3,Legal
403,7174,1/17/2025 18:00,Poor experience,negative,2,Health
404,7840,1/17/2025 19:00,Very informative,neutral,5,General
405,3930,1/17/2025 20:00,Very informative,neutral,3,General
406,3141,1/17/2025 21:00,Poor experience,negative,4,Education
407,6660,1/17/2025 22:00,Excellent consultation,positive,4,General
408,2351,1/17/2025 23:00,Excellent consultation,positive,4,Education
409,4893,1/18/2025 0:00,Very slow response,negative,2,General
410,1977,1/18/2025 1:00,Very informative,neutral,4,General
411,8179,1/18/2025 2:00,Poor experience,negative,2,Education
412,3470,1/18/2025 3:00,Very slow response,negative,1,General
413,1569,1/18/2025 4:00,Excellent consultation,positive,4,General
414,7203,1/18/2025 5:00,Quick response,neutral,4,General
415,9760,1/18/2025 6:00,Helpful advice,positive,4,Health
416,9518,1/18/2025 7:00,Good service,positive,2,Health
417,9263,1/18/2025 8:00,Quick response,neutral,4,Legal
418,9629,1/18/2025 9:00,Poor experience,negative,1,General
419,4895,1/18/2025 10:00,Good service,positive,3,Health
420,1889,1/18/2025 11:00,Excellent consultation,positive,1,Education
421,1712,1/18/2025 12:00,Helpful advice,positive,4,Legal
422,6975,1/18/2025 13:00,Very informative,neutral,3,Health
423,3056,1/18/2025 14:00,Good service,positive,5,General
424,2612,1/18/2025 15:00,Very slow response,negative,5,Health
425,4139,1/18/2025 16:00,Not satisfied,negative,3,General
426,1862,1/18/2025 17:00,Very slow response,negative,3,Education
427,6021,1/18/2025 18:00,Helpful advice,positive,2,Legal
428,6329,1/18/2025 19:00,Helpful advice,positive,5,Legal
429,7902,1/18/2025 20:00,Excellent consultation,positive,3,General
430,8197,1/18/2025 21:00,Quick response,neutral,4,General
431,8849,1/18/2025 22:00,Very slow response,negative,1,Legal
432,7815,1/18/2025 23:00,Helpful advice,positive,5,Legal
433,8265,1/19/2025 0:00,Quick response,neutral,4,Education
434,8467,1/19/2025 1:00,Not satisfied,negative,1,General
435,9691,1/19/2025 2:00,Helpful advice,positive,1,General
436,8596,1/19/2025 3:00,Not satisfied,negative,1,General
437,7694,1/19/2025 4:00,Helpful advice,positive,4,Education
438,2294,1/19/2025 5:00,Not satisfied,negative,4,Education
439,8250,1/19/2025 6:00,Helpful advice,positive,4,Legal
440,1920,1/19/2025 7:00,Excellent consultation,positive,1,Education
441,7439,1/19/2025 8:00,Quick response,neutral,1,Education
442,4197,1/19/2025 9:00,Quick response,neutral,1,Education
443,8317,1/19/2025 10:00,Very informative,neutral,3,General
444,6581,1/19/2025 11:00,Helpful advice,positive,3,Education
445,3264,1/19/2025 12:00,Very slow response,negative,5,General
446,2167,1/19/2025 13:00,Quick response,neutral,3,Health
447,1152,1/19/2025 14:00,Quick response,neutral,3,Education
448,4342,1/19/2025 15:00,Poor experience,negative,3,General
449,9740,1/19/2025 16:00,Helpful advice,positive,3,Education
450,7914,1/19/2025 17:00,Good service,positive,3,Legal
451,2791,1/19/2025 18:00,Quick response,neutral,5,Education
452,5683,1/19/2025 19:00,Very informative,neutral,3,Health
453,3284,1/19/2025 20:00,Very slow response,negative,5,Legal
454,5412,1/19/2025 21:00,Poor experience,negative,3,Education
455,6601,1/19/2025 22:00,Quick response,neutral,5,Legal
456,5362,1/19/2025 23:00,Helpful advice,positive,3,Health
457,8356,1/20/2025 0:00,Excellent consultation,positive,2,General
458,4853,1/20/2025 1:00,Not satisfied,negative,5,Legal
459,3881,1/20/2025 2:00,Very slow response,negative,5,Health
